#chr	start	end	name	WT_DNAse_ZT02	WT_DNAse_ZT06	WT_DNAse_ZT10	WT_DNAse_ZT14	WT_DNAse_ZT18	WT_DNAse_ZT22	WT_DNAse_ZT26	WT_DNAse_ZTALL	WT_H3K27ac_ZT02	WT_H3K27ac_ZT06	WT_H3K27ac_ZT10	WT_H3K27ac_ZT14	WT_H3K27ac_ZT18	WT_H3K27ac_ZT22	WT_H3K27ac_ZT26	WT_H3K4me3_ZT02	WT_H3K4me3_ZT06	WT_H3K4me3_ZT10	WT_H3K4me3_ZT14	WT_H3K4me3_ZT18	WT_H3K4me3_ZT22	WT_H3K4me3_ZT26	WT_Pol2_ZT02	WT_Pol2_ZT06	WT_Pol2_ZT10	WT_Pol2_ZT14	WT_Pol2_ZT18	WT_Pol2_ZT22	WT_Pol2_ZT26
chr7	53619918	53620017		0.06	0.2	0.15	0	0	0.18	0.12	0.1	5.64	11.58	18.82	30.55	0.8	17.41	23.53	0	0	0	17.94	16.4	0	0	36.61	16.76	45.77	15.0	26.73	31.03	17.39
chr7	53620018	53620117		0.76	0.04	0.2	0.19	0.21	0.06	0.38	0.17	1.2	16.02	33.65	32.19	16.56	33.79	28.24	0	0	0	11.96	15.58	0	0	25.31	25.19	44.69	24.42	80.83	46.36	24.63
chr7	53620118	53620217		0.71	0.36	0.19	0.44	0.42	0.48	0.25	0.3	23.08	13.26	33.81	16.65	39.5	21.56	13.99	88.91	84.13	8.96	83.13	23.37	53.34	0	23.62	24.36	66.1	23.65	47.58	33.99	51.63
chr7	53620218	53620317		0.36	0.48	0.44	0.19	0.21	0.06	0.18	0.31	7.14	25.44	17.72	18.45	35.82	15.89	19.82	98.26	88.21	38.4	14.26	120.13	56.01	0	34.68	59.29	52.99	35.89	21.36	35.08	45.61
chr7	53620318	53620417		0.12	0.52	0.15	0.12	0.07	0.18	0.37	0.25	7.56	16.99	11.04	36.87	6.32	24.15	21.16	63.43	0	0	97.73	16.81	15.68	0	51.65	133.9	52.18	52.3	38.03	47.95	15.79
chr7	53620418	53620517		0.3	0.2	0.38	0.31	0.28	0	0.43	0.29	6.36	49.61	56.5	13.56	28.0	36.59	27.95	0	0	0	96.6	60.27	7.28	43.5	40.31	89.04	95.18	83.01	108.3	59.91	82.94
chr7	53620518	53620617		1.06	0.04	0.24	0.7	0.91	0.9	0.74	0.43	38.63	83.22	39.88	32.5	48.58	9.04	33.2	0	0	0	101.43	58.22	69.12	0	21.5	115.07	50.14	140.58	71.88	113.56	98.78
chr7	53620618	53620717		1.02	0.48	0.24	0.31	0.63	0.48	1.07	0.48	27.21	20.28	24.22	45.04	60.27	29.12	42.91	0	0	48.0	65.75	62.32	6.72	43.5	101.74	121.8	33.58	145.13	87.19	175.37	63.75
chr7	53620718	53620817		0.77	0.32	0.48	0.12	0.98	0.36	0.57	0.43	55.81	2.14	14.4	60.02	51.16	33.69	49.47	0	0	0	36.34	64.37	14.56	69.02	73.43	66.39	88.73	58.71	122.43	158.33	68.45
chr7	53620818	53620917		0.53	0.28	0.15	0.44	0.35	0	0.56	0.31	73.95	21.96	37.23	28.28	49.94	30.39	59.92	0	0	0	53.16	57.4	34.16	128.18	39.28	111.48	64.34	82.83	80.21	206.01	64.65
chr7	53620918	53621017		0.77	0.16	0.14	0.25	0.21	0	0.13	0.16	11.96	32.11	24.46	31.84	92.22	24.53	30.21	0	0	48.0	19.32	46.33	34.16	17.98	25.82	42.32	21.01	61.89	62.15	108.19	71.43
chr7	53621018	53621117		0.94	0.32	0.43	0.12	0.28	0	0.18	0.26	14.22	10.07	14.91	24.49	55.73	35.73	36.52	0	0	0	0	2.87	0	20.3	42.02	69.65	11.23	39.79	52.87	87.35	55.41
chr7	53621118	53621217		0.58	0.32	0.1	0.06	0.21	0	0.25	0.18	3.78	0.2	23.41	50.6	21.6	31.24	27.49	5.1	0	0	5.06	94.3	42.0	22.62	23.12	103.01	53.9	38.67	59.81	96.65	117.34
chr7	53621218	53621317		1.0	0.44	0.2	0.38	0.21	0.3	0.62	0.34	0	5.21	57.4	38.95	67.28	74.75	20.88	57.8	54.67	0	64.34	66.42	0	29.0	55.65	84.77	173.26	114.61	81.28	108.64	162.19
chr7	53621318	53621417		0.18	0.16	0.2	0.69	0.49	0.24	0.43	0.33	24.51	42.86	27.95	42.57	55.23	65.13	34.12	0	41.58	0	20.24	61.91	70.38	88.74	65.29	91.04	102.31	82.12	83.45	110.63	122.85
chr7	53621418	53621517		0.65	0.12	0.2	0.64	0.7	0.42	0.51	0.35	30.92	109.97	35.82	45.79	51.95	102.66	30.38	0	17.71	60.92	22.54	126.28	26.88	40.6	84.03	154.32	120.71	109.02	67.61	61.84	61.82
chr7	53621518	53621617		0.66	0.32	0.2	0.82	0.97	1.08	0.12	0.42	21.94	45.74	75.28	41.52	69.79	89.43	49.26	0	0	34.56	31.74	70.52	50.96	13.34	111.84	179.03	66.07	54.13	76.75	107.91	57.99
chr7	53621618	53621717		0.71	0.2	0.44	0.57	0.84	1.32	0.63	0.46	21.06	12.54	38.91	79.61	71.15	52.84	82.28	17.0	0	21.76	68.2	65.67	20.16	0	94.91	126.78	56.29	48.12	64.12	89.23	82.14
chr7	53621718	53621817		0.9	0.5	0.21	1.01	0.28	1.05	1.07	0.57	8.68	74.29	37.88	52.23	99.39	71.62	91.49	45.9	0	25.6	76.35	31.64	53.05	0	62.72	141.42	57.29	69.57	71.63	109.55	117.98
chr7	53621818	53621917		1.79	0.16	0.17	0.61	0.84	1.56	0.37	0.37	22.32	31.24	69.75	50.7	58.51	39.49	51.31	0	0	0	92.72	62.14	28.82	39.44	123.7	108.35	92.88	95.55	112.99	141.96	117.65
chr7	53621918	53622017		0.59	0.9	0.39	0.62	0.28	0.15	0.06	0.46	6.96	81.9	43.98	39.52	17.84	39.78	32.26	0	0	48.0	89.49	0	0	190.82	70.88	122.25	44.55	75.09	85.92	49.76	43.76
chr7	53622018	53622117		0.87	0.44	0.24	0.19	0.42	0	0.19	0.29	7.56	40.23	9.88	24.4	16.56	14.55	33.76	0	53.13	0	0	22.96	0	71.34	26.51	79.32	12.33	16.62	35.69	43.1	12.91
chr7	53622118	53622217		0.12	0.12	0.19	0.18	0.28	0	0.06	0.15	9.48	12.87	46.19	4.34	6.4	28.64	27.16	0	3.85	0	64.43	9.02	0	0	7.75	23.62	0	32.51	13.52	20.99	0
chr7	53622218	53622317		0.18	0.12	0.1	0	0	0	0.44	0.12	2.79	27.75	50.94	20.69	16.0	28.17	3.32	0	0	0	11.96	2.46	27.44	0	5.6	10.54	5.65	71.19	16.8	11.25	0.52
chr7	53622318	53622417		0.77	0.28	0.1	0.51	0.14	0	0.82	0.33	69.89	32.88	49.83	35.29	30.9	36.43	13.36	0	57.75	24.96	48.83	46.33	87.96	41.18	13.11	40.08	72.95	54.3	46.08	65.21	34.38
chr7	53622418	53622517		0.89	0.36	0.38	0.51	0.28	0	0.36	0.36	52.62	35.73	53.53	14.05	62.06	27.24	25.55	0	0	22.4	120.76	64.78	26.35	1.74	26.52	92.98	64.94	26.22	71.44	120.73	49.62
chr7	53622518	53622617		0.42	0.28	0.43	0.76	0.07	0.3	0.25	0.33	65.24	28.98	26.72	47.7	34.61	38.11	33.17	0	0	0	95.97	14.76	24.64	41.76	36.3	86.44	53.67	38.51	41.44	151.42	90.44
chr7	53622618	53622717		0.47	0.36	0.35	0.71	0.28	0.36	0.64	0.41	18.65	29.23	32.48	60.42	30.85	30.98	30.58	45.9	0	0	19.78	0	0	44.66	16.92	85.97	52.95	102.94	74.65	105.44	62.63
chr7	53622718	53622817		0.99	0.68	0.15	0.37	0.35	0	0.12	0.33	28.64	2.68	33.28	29.35	32.85	23.81	42.02	17.0	37.73	47.36	34.96	60.27	0	0	12.97	86.11	48.65	87.63	42.31	107.98	37.89
chr7	53622818	53622917		0.59	0.12	0.2	0.44	0.35	0	0.38	0.25	36.06	22.89	28.61	33.95	43.95	32.62	10.07	23.8	19.25	0	0.92	91.43	9.52	0	16.46	54.8	51.23	70.59	24.09	101.0	33.19
chr7	53622918	53623017		0.3	0.2	0.34	0.12	0.07	0.3	0.18	0.18	108.3	19.49	32.16	38.37	21.28	33.36	49.66	39.1	57.75	0	0	9.02	31.92	43.5	0.7	77.93	55.85	32.54	37.76	19.86	37.97
chr7	53623018	53623117		0.48	0.48	0	0.95	1.12	0.18	0.57	0.52	0	16.42	26.26	22.41	44.97	59.67	107.04	0	0	0	36.34	41.0	16.8	0	0.4	101.72	75.42	43.29	68.42	48.22	95.05
chr7	53623118	53623217		1.36	0.28	0.29	0.76	0.84	0.18	0.19	0.41	1.5	42.29	33.36	43.83	35.72	51.01	52.09	0	0	0	0	129.97	24.64	0	33.21	67.9	65.38	85.89	95.43	98.97	41.84
chr7	53623218	53623317		1.34	0.4	0.52	0.71	1.19	0.72	0.37	0.57	46.99	31.03	58.43	69.84	88.59	56.37	56.72	0	0	19.2	94.98	85.69	45.07	0	92.07	133.87	148.07	122.35	111.25	74.4	65.82
chr7	53623318	53623417		1.36	0.24	0.24	1.77	0.7	0	0.25	0.57	18.82	69.6	58.21	87.49	92.91	56.48	74.52	0	0	28.16	115.96	132.84	60.69	0	124.13	136.45	130.87	117.33	107.06	160.25	142.47
chr7	53623418	53623517		1.35	0.48	0.54	0.76	0.21	0.54	1.07	0.57	0.6	41.89	63.55	55.38	71.39	72.25	69.66	57.8	50.82	0	172.3	31.98	19.04	26.1	98.49	141.9	69.72	152.89	79.48	112.21	116.25
chr7	53623518	53623617		2.3	0.68	0.49	0.82	0.7	0	0.83	0.65	25.53	8.3	43.96	57.9	58.94	64.28	73.51	66.3	6.16	0	89.48	93.89	28.0	51.62	22.15	90.48	138.12	131.87	59.57	135.63	108.27
chr7	53623618	53623717		0.77	0.84	0.63	0	0.21	0.18	0.31	0.43	10.89	5.22	54.26	73.42	57.16	47.19	31.54	53.55	0	0	38.93	96.35	55.59	42.34	22.84	18.52	103.72	65.63	113.04	67.8	180.36
chr7	53623718	53623817		0.12	0.28	0.34	0.12	0.35	0.72	0.68	0.32	35.0	26.0	20.66	19.39	22.72	35.55	27.46	45.05	0	0	33.35	52.07	0	8.7	31.65	22.54	79.05	49.03	54.42	14.89	32.2
chr7	53623818	53623917		0.12	0.52	0.14	0.12	0.14	0.24	0.06	0.22	100.59	17.16	35.33	15.54	8.16	25.25	21.43	28.9	0	42.88	36.34	9.43	0	0	11.14	36.24	47.08	47.27	21.42	15.7	18.29
chr7	53623918	53624017		0.36	0.72	0.1	0.12	0.14	0.12	0.49	0.32	0	3.0	23.47	19.11	17.36	13.84	14.18	0	0	4.48	0	0	0	30.74	4.1	32.33	15.08	36.47	23.65	30.12	23.39
chr7	53624018	53624117		0.18	0.44	0.2	0	0.21	0	0.12	0.2	9.54	36.16	36.41	6.23	11.6	15.7	19.36	0	0	0	0	13.94	0	12.18	17.22	72.76	21.74	26.34	16.31	67.85	24.65
chr7	53624118	53624217		1.01	0.6	0.25	0.13	0.07	0.12	0.55	0.32	8.46	19.8	12.2	16.19	23.2	10.85	33.22	0	0	0	0	19.27	0	0	23.7	54.18	28.57	24.62	16.03	36.45	12.63
chr7	53624218	53624317		0.24	0.16	0.39	0.32	0.56	0	0.32	0.3	7.36	3.26	11.97	31.7	11.04	42.67	40.54	0	0	0	33.12	70.52	0	0	16.84	38.87	23.06	72.39	17.5	68.2	45.52
chr7	53624318	53624417		0.77	0.16	0.63	0.8	0.42	0	0.18	0.4	84.64	5.69	19.34	48.8	24.64	64.85	56.54	0	0	48.0	21.16	121.77	0	0	25.46	56.57	45.47	73.65	44.44	139.54	80.2
chr7	53624418	53624517		1.11	0.12	0.53	1.08	0.56	0.24	0.31	0.45	25.37	2.35	48.09	68.24	43.26	59.16	82.95	0	43.89	85.68	54.09	79.54	0	26.68	36.02	81.46	77.66	53.83	56.7	94.78	85.16
chr7	53624518	53624617		1.18	0.6	0.53	1.14	0.28	0.54	0.19	0.54	17.63	24.5	53.5	24.13	71.63	57.91	69.97	63.75	44.66	33.92	36.34	186.14	0	16.24	51.29	106.32	42.62	90.81	94.77	49.27	48.0
chr7	53624618	53624717		1.47	0.88	0.29	0	0.56	0.9	0.95	0.54	0	17.87	53.33	24.37	50.51	27.27	39.19	0	25.41	96.51	58.33	86.92	0	37.12	76.19	78.24	96.31	104.32	79.5	43.63	42.29
chr7	53624718	53624817		0.06	0.64	0.81	0.57	0.21	0.42	0.7	0.59	3.75	52.36	26.35	32.87	31.65	29.59	32.67	0	21.56	22.4	14.26	56.58	0	49.3	62.54	75.58	101.65	74.01	98.54	127.26	68.5
chr7	53624818	53624917		0.54	0.52	0.72	0.12	0.56	0.6	0.49	0.47	27.13	15.56	39.8	72.93	58.02	18.53	38.18	0	35.42	15.36	55.44	51.66	42.0	20.88	26.52	62.67	75.05	48.6	57.63	152.86	88.43
chr7	53624918	53625017		1.01	0.44	0.97	0.19	0.28	1.57	0.31	0.45	54.52	3.33	68.56	48.38	82.65	10.92	43.56	0	0	32.0	31.74	20.5	0	40.6	32.74	95.89	84.75	81.93	105.52	174.39	80.64
chr7	53625018	53625117		0.53	0.36	0.34	0	0.28	0.24	0.37	0.27	31.29	3.79	41.57	23.11	36.38	27.93	39.14	0	0	15.36	21.16	0	0	24.36	21.97	73.45	22.73	28.49	60.58	35.47	68.56
chr7	53625118	53625217		0.48	0.12	0.05	0.25	0.07	0	0.12	0.11	11.75	13.87	24.62	13.65	27.2	14.09	34.22	0	0	32.0	0	87.74	0	0	16.34	28.58	18.39	33.96	33.03	14.29	33.96
chr7	53625218	53625317		0.42	0.28	0.38	0	0.07	0	0	0.16	13.25	52.26	16.46	15.54	12.08	16.17	14.84	56.1	3.85	0	44.64	16.81	28.0	29.58	56.62	61.42	41.69	67.54	21.11	39.96	50.51
chr7	53625318	53625417		0.6	0.24	0.39	0.12	0.56	0.48	0.19	0.27	0.6	14.74	20.5	32.23	52.52	32.83	19.25	6.8	53.13	0	46.48	28.7	13.44	93.38	67.34	141.11	50.33	86.13	74.41	38.67	11.65
chr7	53625418	53625517		0.71	0.32	0.43	0.13	0.28	0.24	0.24	0.27	44.99	0	15.65	14.48	56.98	25.17	13.77	0	0	24.96	17.02	27.47	0	91.64	86.13	135.38	59.29	62.01	82.26	120.48	28.35
chr7	53625518	53625617		0.36	0.44	0.1	0.06	0.35	0.06	0.06	0.2	35.13	7.47	8.03	18.89	12.24	28.52	35.52	56.95	36.19	22.4	4.6	0	54.17	0	80.3	74.12	51.57	57.38	67.85	110.46	79.47
chr7	53625618	53625717		0.18	0.4	0.24	0.13	0.21	0.42	0.12	0.22	12.3	8.37	25.95	10.01	12.24	21.66	17.31	5.95	132.39	0	31.28	63.96	29.31	0	16.8	24.17	18.8	19.39	65.35	70.19	23.49
chr7	53625718	53625817		0.3	0.28	0.05	0.18	0	0	0.36	0.17	16.43	16.04	35.98	0	15.92	33.26	32.45	63.75	3.85	0	23.0	31.98	0	0	26.82	71.55	62.92	37.54	8.43	89.87	53.2
chr7	53625818	53625917		0	0.32	0.1	0.06	0.14	0.18	0.18	0.16	23.77	16.93	31.76	9.03	24.32	14.88	45.1	0	0	0	12.88	0	0	43.5	38.47	94.27	106.76	81.57	12.99	74.77	62.71
chr7	53625918	53626017		0.24	0.12	0.35	0.18	0.07	0.24	0.13	0.16	20.81	14.4	12.68	10.08	30.23	22.38	68.32	0	0	0	0	0	0	31.9	27.91	73.33	44.23	34.02	18.14	42.28	11.42
chr7	53626018	53626117		0.42	0.48	0.15	0.06	0	0	0.06	0.17	20.5	43.53	11.41	1.89	45.28	19.87	38.96	0	57.75	2.56	0	93.48	52.45	11.02	21.25	71.54	32.71	48.0	52.05	100.39	7.18
chr7	53626118	53626217		0.58	0.32	0.34	0.06	0	0.36	0.56	0.25	72.38	37.89	13.73	8.26	26.4	30.46	8.79	49.3	0	44.8	58.26	102.91	46.66	0	56.49	99.39	53.42	68.97	25.8	43.17	77.26
chr7	53626218	53626317		0.65	0.28	0.54	0.71	0.35	0.12	0.25	0.38	23.76	8.32	19.7	14.14	41.48	27.03	31.37	63.75	0	17.28	14.26	45.92	61.71	72.5	35.09	96.8	94.84	76.11	36.13	76.9	127.39
chr7	53626318	53626417		0.41	0.48	0.34	0.31	0.42	0.24	0.18	0.33	18.09	3.79	30.86	35.33	64.78	27.71	45.86	12.75	54.67	46.08	61.05	14.76	34.72	13.92	56.35	87.44	75.45	79.77	50.87	86.17	70.17
chr7	53626418	53626517		0.54	0.16	0.53	0.25	0.35	0.36	0.43	0.32	135.05	17.19	18.3	34.59	16.48	18.14	30.94	0	32.34	31.36	45.54	65.6	28.0	13.34	91.75	127.67	101.69	69.15	65.12	64.89	49.34
chr7	53626518	53626617		0.12	0.2	0.1	0.06	0.35	0.18	0.18	0.16	130.75	76.1	14.22	29.59	9.2	35.68	25.65	0	26.95	0	37.84	62.32	35.28	66.12	41.39	196.83	99.85	88.47	45.53	65.97	83.31
chr7	53626618	53626717		0.6	0	0	0.25	0.14	0.24	0.7	0.17	29.6	80.46	4.02	15.59	25.36	18.79	15.02	39.95	50.05	17.28	36.0	0	31.92	48.72	91.12	159.69	58.25	97.69	92.42	79.95	112.12
chr7	53626718	53626817		0.65	0.2	0.15	0.5	0.28	0.24	0.25	0.24	5.7	56.17	10.26	23.96	45.05	36.17	19.99	47.6	6.93	30.08	32.27	31.98	0	13.92	43.69	75.96	98.42	103.68	73.41	20.37	111.68
chr7	53626818	53626917		0.89	0.28	0.1	0.57	0.21	0.42	0.19	0.24	4.86	34.7	26.24	53.7	18.05	22.38	29.14	38.25	0	0	76.61	96.35	4.48	29.58	99.72	72.83	141.31	139.53	70.93	62.4	80.96
chr7	53626918	53627017		0.24	0.4	0	0.26	0.14	1.2	0.06	0.18	4.94	25.42	28.99	20.76	5.44	10.77	24.9	0	0	0	0	14.35	84.51	0	88.39	121.52	53.03	53.99	30.8	67.21	16.04
chr7	53627018	53627117		0.24	0.24	0.1	0.12	0.07	0	0.06	0.12	21.5	0	7.81	0	2.56	1.4	0.4	0	0	0	0	50.84	35.98	0	23.99	19.84	25.15	9.06	8.3	13.04	17.48
chr7	53627118	53627217		0	0.04	0	0	0	0.06	0.13	0.03	0	0	0	0	0	5.6	0	0	0	0	0	38.54	0	0	0.9	5.7	4.84	1.02	1.62	0	0
chr7	53627218	53627317		0	0.32	0.1	0	0	0.24	0.08	0.11	0	0.32	0	16.82	9.6	2.17	0	0	0	0	11.04	56.17	0	0	32.97	9.53	2.67	11.1	7.8	7.02	4.8
chr7	53627318	53627417		0.3	0.32	0.05	0	0	0.12	0	0.09	9.72	3.68	12.71	30.38	21.68	19.58	22.96	0	0	0	24.84	4.51	6.16	0	65.78	45.85	17.3	45.05	5.01	39.37	14.2
chr7	53627418	53627517		0.47	0.36	0.39	0.13	0.21	0.06	0.24	0.26	2.28	0.56	59.96	10.22	19.36	65.82	51.6	0	0	0	19.01	63.55	72.54	23.78	46.99	46.85	38.96	65.71	12.51	66.42	0.18
chr7	53627518	53627617		0.65	0.24	0	0.37	0.42	0	0.12	0.2	11.16	14.24	42.75	34.05	26.24	33.62	28.38	0	0	0	121.99	87.33	46.48	19.14	70.45	23.96	99.12	70.83	11.66	41.44	17.28
chr7	53627618	53627717		0.36	0.08	0.39	0.19	0.35	1.02	0.31	0.23	50.84	7.96	14.77	14.83	18.16	8.89	20.27	0	0	0	39.69	8.2	0	0	32.06	8.39	114.76	98.12	40.87	72.31	15.17
chr7	53627718	53627817		0.41	0.36	0.05	0.38	0.28	0.48	0.24	0.24	3.78	36.72	16.41	20.95	15.68	30.59	15.66	0	0	0	0	34.85	0	0	21.24	44.45	52.84	74.13	37.98	84.81	21.07
chr7	53627818	53627917		0.47	0.4	0.4	0.5	0.28	0.12	0.38	0.36	22.17	38.83	18.66	44.32	33.09	39.81	43.28	0	10.01	0	0	27.88	42.0	0	13.02	80.68	52.02	85.35	71.46	86.19	48.89
chr7	53627918	53628017		0.24	0.32	0.62	0.18	0.63	0.54	0.44	0.4	45.79	26.5	61.39	50.69	56.18	37.13	51.88	0	75.46	0	15.33	73.39	15.12	0	33.59	46.3	69.3	99.45	106.07	104.37	59.16
chr7	53628018	53628117		0.24	0.48	0.38	0.31	0.77	0.6	0.82	0.52	20.93	37.53	36.81	44.6	80.91	64.84	51.7	0	28.49	0	155.49	130.79	26.32	56.26	91.58	97.34	73.44	169.54	152.94	206.31	119.14
chr7	53628118	53628217		0.53	0.24	1.38	0.83	0.63	0.48	1.38	0.81	13.56	18.45	35.96	85.35	70.59	93.14	40.93	49.3	0	81.09	82.68	134.89	0	54.52	131.28	84.72	109.09	184.88	156.24	214.93	215.76
chr7	53628218	53628317		1.42	0.52	0.58	1.01	0.56	1.38	0.96	0.67	16.65	16.12	37.04	59.25	35.09	65.18	31.24	13.6	0	14.72	59.35	86.1	0	70.18	101.41	39.34	54.76	164.45	61.28	148.76	128.65
chr7	53628318	53628417		0.3	0.24	0.39	1.07	0.35	0.6	1.0	0.53	36.36	41.61	31.88	44.53	50.08	45.68	20.14	58.65	0	0	85.39	119.31	42.0	33.64	103.49	122.83	36.62	106.6	110.94	127.12	87.49
chr7	53628418	53628517		0.24	0.24	0.3	0.13	0.21	0.12	0.38	0.23	63.54	45.68	27.56	56.57	18.64	88.82	35.03	31.45	0	0	109.43	29.52	11.76	0	56.96	33.89	89.34	99.36	63.38	76.03	74.53
chr7	53628518	53628617		0.54	0.04	0.25	0.25	0.21	0.06	0.75	0.26	23.2	34.47	47.02	22.82	24.72	43.32	30.78	35.7	42.35	0	108.51	22.96	53.2	40.6	61.46	57.39	69.24	88.05	59.71	100.48	57.32
chr7	53628618	53628717		0.18	0.12	0.15	0.31	0.21	0.3	0.38	0.2	0	49.81	32.92	31.48	23.6	38.41	20.31	0	14.63	0	35.43	73.39	31.36	24.94	55.03	94.88	125.0	49.86	74.38	116.69	72.24
chr7	53628718	53628817		0.66	0.4	0.62	0.25	0.21	0.66	0.3	0.36	5.1	38.79	34.46	25.64	35.65	76.5	42.44	63.75	0	0	36.36	53.71	116.71	20.3	37.94	94.07	52.78	38.54	62.49	49.92	71.54
chr7	53628818	53628917		0.72	0.16	0.39	0.12	0.28	0.24	0.18	0.21	35.0	26.21	15.63	3.15	27.44	39.3	26.9	50.15	45.43	0	0	47.97	37.52	0	31.9	59.72	51.77	96.35	53.0	27.69	85.62
chr7	53628918	53629017		0.54	0.12	0.15	0	0.28	0.12	0.49	0.18	39.57	32.83	17.57	9.94	19.12	35.29	23.15	12.75	11.55	0	0	54.94	15.68	0	34.54	53.84	65.77	73.71	71.26	60.05	42.16
chr7	53629018	53629117		0.89	0.36	0.19	0.25	0.14	0	0.3	0.24	23.1	78.85	22.48	7.28	10.56	17.09	17.5	0	0	34.56	0	5.33	57.72	25.52	29.98	33.99	27.84	48.14	36.17	16.63	12.89
chr7	53629118	53629217		0.36	0.2	0.05	0.38	0.07	0	0.37	0.19	39.03	34.23	15.09	21.69	28.8	9.38	19.24	0	0	12.8	0	0	53.87	60.32	16.97	15.97	27.11	15.42	16.64	48.0	49.49
chr7	53629218	53629317		0.54	0.2	0	0.25	0.14	0	0.25	0.15	59.22	55.75	6.33	33.76	14.96	13.05	18.62	0	0	0	0	0	62.85	0	12.65	7.56	28.79	23.58	66.7	27.82	17.99
chr7	53629318	53629417		0.83	0.12	0.1	0.06	0.35	0.3	0.31	0.16	11.97	22.42	14.88	23.8	56.67	29.32	11.26	0	0	0	34.04	15.17	59.17	0	51.95	38.59	70.28	62.81	116.21	36.81	73.82
chr7	53629418	53629517		1.17	0.32	0.15	0.32	0.28	0	0.62	0.3	2.43	17.19	28.13	24.1	46.83	57.31	4.24	0	0	0	1.84	51.66	52.64	43.5	82.28	32.54	58.02	58.9	44.81	44.74	134.1
chr7	53629518	53629617		0.83	0.08	0.2	0.69	0.83	0.3	0.12	0.32	81.5	15.2	34.24	35.15	71.79	24.12	41.64	17.85	0	0	51.59	91.43	73.17	0	51.36	40.62	80.47	37.95	55.09	38.1	98.66
chr7	53629618	53629717		0.42	0.16	0	0.31	0.21	0.18	0.31	0.17	16.75	20.3	20.47	22.86	59.59	21.77	34.61	45.05	0	0	20.9	82.82	0	0	33.38	53.94	92.39	35.92	43.79	20.91	57.6
chr7	53629718	53629817		0.54	0.36	0.24	0.06	0.14	0.54	0.3	0.22	0	4.5	9.65	3.92	25.2	28.88	33.74	0	39.27	48.0	0	15.99	11.2	0	14.93	33.61	46.73	58.11	37.2	77.95	16.61
chr7	53629818	53629917		0.06	0.04	0	0.19	0.21	0.18	0.25	0.11	82.07	14.79	3.72	0	10.56	18.39	24.62	0	17.71	0	0	23.37	107.71	62.06	18.73	28.59	29.11	58.65	56.1	68.72	20.97
chr7	53629918	53630017		0.12	0.24	0	0	0.07	0.18	0.19	0.1	46.93	34.68	6.71	6.3	12.72	15.56	23.49	0	0	0	0	34.85	6.72	23.78	26.69	37.45	11.95	34.79	11.53	10.3	7.21
chr7	53630018	53630117		0	0.04	0	0.06	0	0.36	0	0.02	0	21.33	22.63	17.99	24.94	24.78	13.31	0	0	0	0	5.74	0	0	2.07	10.23	0	4.44	18.63	13.99	18.08
chr7	53630118	53630217		0.24	0.12	0.1	0.06	0.49	0.24	0.25	0.17	9.36	20.0	16.93	30.76	56.97	64.1	29.96	0	0	0	31.74	16.4	0	10.44	3.7	36.47	2.39	15.48	67.2	25.38	39.25
chr7	53630218	53630317		0.84	0.12	0.05	0.06	0.42	0	0.62	0.21	6.06	26.21	29.78	32.3	20.72	46.66	41.37	0	0	0	4.14	62.32	8.4	32.48	8.34	44.4	27.45	42.87	35.99	37.52	17.05
chr7	53630318	53630417		0.18	0.16	0.15	0.06	0.28	0	0.18	0.15	2.58	44.25	6.25	29.67	30.81	11.94	47.78	0	0	0	0	49.2	72.54	0	25.04	37.35	9.17	30.25	47.13	41.62	43.79
chr7	53630418	53630517		0.18	0.16	0.15	0.12	0.21	0.06	0.31	0.17	1.44	3.9	19.31	9.31	51.14	27.0	33.59	0	43.12	0	0	74.62	39.2	42.92	46.73	78.62	42.27	22.72	56.17	38.24	68.17
chr7	53630518	53630617		0.3	0.08	0.29	0	0.07	0.48	0.06	0.1	24.35	25.42	31.62	23.62	55.92	24.39	29.79	0	13.86	1.28	0	53.3	89.23	0	61.05	59.77	47.66	36.91	57.69	92.03	60.88
chr7	53630618	53630717		0.36	0.2	0.58	0.13	0.49	0.72	0.31	0.32	50.37	28.99	38.5	25.28	28.87	16.31	40.8	8.5	0	86.11	0	0	0	19.14	42.57	76.91	54.97	21.42	113.08	57.31	57.53
chr7	53630718	53630817		0.48	0.48	0.44	0.44	0.28	1.38	0.37	0.39	34.55	54.28	32.8	36.18	59.33	30.57	48.94	83.3	0	71.38	25.86	24.19	29.12	23.78	38.46	114.54	50.9	52.14	65.44	89.91	78.81
chr7	53630818	53630917		1.54	0.68	0.1	0.26	0.14	0.06	0.7	0.37	0	24.21	29.84	52.93	24.56	18.57	43.33	34.0	0	31.45	46.32	7.79	12.32	43.5	83.81	95.75	57.81	86.79	45.65	91.33	79.85
chr7	53630918	53631017		1.11	0.28	0.1	0.5	0.56	0.06	0.43	0.32	7.92	16.67	32.14	13.81	28.56	19.7	44.75	0	0	31.36	36.34	25.83	28.0	11.6	41.86	69.99	18.89	55.86	20.45	49.11	48.56
chr7	53631018	53631117		0.48	0.24	0.29	0.26	0.07	0.06	0.75	0.29	31.78	33.58	52.97	10.64	27.04	31.28	55.95	0	57.75	16.0	28.52	20.91	30.8	74.24	42.16	76.15	52.4	90.65	30.91	28.35	67.21
